id_partido,date,home_team,away_team,home_score,away_score,tournament,city,country,neutral
291,1978-06-11,Austria,Brazil,0.0,1.0,FIFA World Cup,Mar del Plata,Argentina,True
292,1978-06-11,Iran,Peru,1.0,4.0,FIFA World Cup,Córdoba,Argentina,True
293,1978-06-11,Netherlands,Scotland,2.0,3.0,FIFA World Cup,Mendoza,Argentina,True
294,1978-06-11,Spain,Sweden,1.0,0.0,FIFA World Cup,Buenos Aires,Argentina,True
295,1978-06-14,Argentina,Poland,2.0,0.0,FIFA World Cup,Rosario,Argentina,False
296,1978-06-14,Austria,Netherlands,1.0,5.0,FIFA World Cup,Córdoba,Argentina,True
297,1978-06-14,Brazil,Peru,3.0,0.0,FIFA World Cup,Mendoza,Argentina,True
298,1978-06-14,Germany,Italy,0.0,0.0,FIFA World Cup,Buenos Aires,Argentina,True
299,1978-06-18,Argentina,Brazil,0.0,0.0,FIFA World Cup,Rosario,Argentina,False
300,1978-06-18,Austria,Italy,0.0,1.0,FIFA World Cup,Buenos Aires,Argentina,True
301,1978-06-18,Germany,Netherlands,2.0,2.0,FIFA World Cup,Córdoba,Argentina,True
302,1978-06-18,Peru,Poland,0.0,1.0,FIFA World Cup,Mendoza,Argentina,True
303,1978-06-21,Argentina,Peru,6.0,0.0,FIFA World Cup,Rosario,Argentina,False
304,1978-06-21,Austria,Germany,3.0,2.0,FIFA World Cup,Córdoba,Argentina,True
305,1978-06-21,Brazil,Poland,3.0,1.0,FIFA World Cup,Mendoza,Argentina,True
306,1978-06-21,Italy,Netherlands,1.0,2.0,FIFA World Cup,Buenos Aires,Argentina,True
307,1978-06-24,Brazil,Italy,2.0,1.0,FIFA World Cup,Buenos Aires,Argentina,True
308,1978-06-25,Argentina,Netherlands,3.0,1.0,FIFA World Cup,Buenos Aires,Argentina,False
309,1982-06-13,Argentina,Belgium,0.0,1.0,FIFA World Cup,Barcelona,Spain,True
310,1982-06-14,Brazil,Russia,2.0,1.0,FIFA World Cup,Seville,Spain,True
311,1982-06-14,Italy,Poland,0.0,0.0,FIFA World Cup,Vigo,Spain,True
312,1982-06-15,Hungary,El Salvador,10.0,1.0,FIFA World Cup,Elche,Spain,True
313,1982-06-15,Peru,Cameroon,0.0,0.0,FIFA World Cup,A Coruña,Spain,True
314,1982-06-15,Scotland,New Zealand,5.0,2.0,FIFA World Cup,Málaga,Spain,True
315,1982-06-16,England,France,3.0,1.0,FIFA World Cup,Bilbao,Spain,True
316,1982-06-16,Germany,Algeria,1.0,2.0,FIFA World Cup,Gijón,Spain,True
317,1982-06-16,Spain,Honduras,1.0,1.0,FIFA World Cup,Valencia,Spain,False
318,1982-06-17,Chile,Austria,0.0,1.0,FIFA World Cup,Oviedo,Spain,True
319,1982-06-17,Czechoslovakia,Kuwait,1.0,1.0,FIFA World Cup,Valladolid,Spain,True
320,1982-06-17,Yugoslavia,Northern Ireland,0.0,0.0,FIFA World Cup,Zaragoza,Spain,True
321,1982-06-18,Argentina,Hungary,4.0,1.0,FIFA World Cup,Alicante,Spain,True
322,1982-06-18,Brazil,Scotland,4.0,1.0,FIFA World Cup,Seville,Spain,True
323,1982-06-18,Italy,Peru,1.0,1.0,FIFA World Cup,Vigo,Spain,True
324,1982-06-19,Belgium,El Salvador,1.0,0.0,FIFA World Cup,Elche,Spain,True
325,1982-06-19,Poland,Cameroon,0.0,0.0,FIFA World Cup,A Coruña,Spain,True
326,1982-06-19,Russia,New Zealand,3.0,0.0,FIFA World Cup,Málaga,Spain,True
327,1982-06-20,England,Czechoslovakia,2.0,0.0,FIFA World Cup,Bilbao,Spain,True
328,1982-06-20,Germany,Chile,4.0,1.0,FIFA World Cup,Gijón,Spain,True
329,1982-06-20,Spain,Yugoslavia,2.0,1.0,FIFA World Cup,Valencia,Spain,False
330,1982-06-21,Algeria,Austria,0.0,2.0,FIFA World Cup,Oviedo,Spain,True
331,1982-06-21,France,Kuwait,4.0,1.0,FIFA World Cup,Valladolid,Spain,True
332,1982-06-21,Honduras,Northern Ireland,1.0,1.0,FIFA World Cup,Zaragoza,Spain,True
333,1982-06-22,Belgium,Hungary,1.0,1.0,FIFA World Cup,Elche,Spain,True
334,1982-06-22,Poland,Peru,5.0,1.0,FIFA World Cup,A Coruña,Spain,True
335,1982-06-22,Russia,Scotland,2.0,2.0,FIFA World Cup,Málaga,Spain,True
336,1982-06-23,Argentina,El Salvador,2.0,0.0,FIFA World Cup,Alicante,Spain,True
337,1982-06-23,Brazil,New Zealand,4.0,0.0,FIFA World Cup,Seville,Spain,True
338,1982-06-23,Italy,Cameroon,1.0,1.0,FIFA World Cup,Vigo,Spain,True
339,1982-06-24,Algeria,Chile,3.0,2.0,FIFA World Cup,Oviedo,Spain,True
340,1982-06-24,France,Czechoslovakia,1.0,1.0,FIFA World Cup,Valladolid,Spain,True
341,1982-06-24,Honduras,Yugoslavia,0.0,1.0,FIFA World Cup,Zaragoza,Spain,True
342,1982-06-25,England,Kuwait,1.0,0.0,FIFA World Cup,Bilbao,Spain,True
343,1982-06-25,Germany,Austria,1.0,0.0,FIFA World Cup,Gijón,Spain,True
344,1982-06-25,Spain,Northern Ireland,0.0,1.0,FIFA World Cup,Valencia,Spain,False
345,1982-06-28,Austria,France,0.0,1.0,FIFA World Cup,Madrid,Spain,True
346,1982-06-28,Poland,Belgium,3.0,0.0,FIFA World Cup,Barcelona,Spain,True
347,1982-06-29,Germany,England,0.0,0.0,FIFA World Cup,Madrid,Spain,True
348,1982-06-29,Italy,Argentina,2.0,1.0,FIFA World Cup,Barcelona,Spain,True
349,1982-07-01,Austria,Northern Ireland,2.0,2.0,FIFA World Cup,Madrid,Spain,True
350,1982-07-01,Belgium,Russia,0.0,1.0,FIFA World Cup,Barcelona,Spain,True
351,1982-07-02,Argentina,Brazil,1.0,3.0,FIFA World Cup,Barcelona,Spain,True
352,1982-07-02,Spain,Germany,1.0,2.0,FIFA World Cup,Madrid,Spain,False
353,1982-07-04,France,Northern Ireland,4.0,1.0,FIFA World Cup,Madrid,Spain,True
354,1982-07-04,Poland,Russia,0.0,0.0,FIFA World Cup,Barcelona,Spain,True
355,1982-07-05,Italy,Brazil,3.0,2.0,FIFA World Cup,Barcelona,Spain,True
356,1982-07-05,Spain,England,0.0,0.0,FIFA World Cup,Madrid,Spain,False
357,1982-07-08,Germany,France,3.0,3.0,FIFA World Cup,Seville,Spain,True
358,1982-07-08,Poland,Italy,0.0,2.0,FIFA World Cup,Barcelona,Spain,True
359,1982-07-10,Poland,France,3.0,2.0,FIFA World Cup,Alicante,Spain,True
360,1982-07-11,Italy,Germany,3.0,1.0,FIFA World Cup,Madrid,Spain,True
361,1986-05-31,Bulgaria,Italy,1.0,1.0,FIFA World Cup,Mexico City,Mexico,True
362,1986-06-01,Canada,France,0.0,1.0,FIFA World Cup,León,Mexico,True
363,1986-06-01,Spain,Brazil,0.0,1.0,FIFA World Cup,Guadalajara,Mexico,True
364,1986-06-02,Argentina,South Korea,3.0,1.0,FIFA World Cup,Mexico City,Mexico,True
365,1986-06-02,Morocco,Poland,0.0,0.0,FIFA World Cup,Monterrey,Mexico,True
366,1986-06-02,Russia,Hungary,6.0,0.0,FIFA World Cup,Irapuato,Mexico,True
367,1986-06-03,Algeria,Northern Ireland,1.0,1.0,FIFA World Cup,Guadalajara,Mexico,True
368,1986-06-03,Mexico,Belgium,2.0,1.0,FIFA World Cup,Mexico City,Mexico,False
369,1986-06-03,Portugal,England,1.0,0.0,FIFA World Cup,Monterrey,Mexico,True
370,1986-06-04,Paraguay,Iraq,1.0,0.0,FIFA World Cup,Toluca,Mexico,True
371,1986-06-04,Scotland,Denmark,0.0,1.0,FIFA World Cup,Nezahualcóyotl,Mexico,True
372,1986-06-04,Uruguay,Germany,1.0,1.0,FIFA World Cup,Querétaro,Mexico,True
373,1986-06-05,France,Russia,1.0,1.0,FIFA World Cup,León,Mexico,True
374,1986-06-05,Italy,Argentina,1.0,1.0,FIFA World Cup,Puebla,Mexico,True
375,1986-06-05,South Korea,Bulgaria,1.0,1.0,FIFA World Cup,Mexico City,Mexico,True
376,1986-06-06,Brazil,Algeria,1.0,0.0,FIFA World Cup,Guadalajara,Mexico,True
377,1986-06-06,England,Morocco,0.0,0.0,FIFA World Cup,Monterrey,Mexico,True
378,1986-06-06,Hungary,Canada,2.0,0.0,FIFA World Cup,Irapuato,Mexico,True
379,1986-06-07,Mexico,Paraguay,1.0,1.0,FIFA World Cup,Mexico City,Mexico,False
380,1986-06-07,Northern Ireland,Spain,1.0,2.0,FIFA World Cup,Guadalajara,Mexico,True
381,1986-06-07,Poland,Portugal,1.0,0.0,FIFA World Cup,Monterrey,Mexico,True
382,1986-06-08,Denmark,Uruguay,6.0,1.0,FIFA World Cup,Nezahualcóyotl,Mexico,True
383,1986-06-08,Germany,Scotland,2.0,1.0,FIFA World Cup,Querétaro,Mexico,True
384,1986-06-08,Iraq,Belgium,1.0,2.0,FIFA World Cup,Toluca,Mexico,True
385,1986-06-09,Hungary,France,0.0,3.0,FIFA World Cup,León,Mexico,True
386,1986-06-09,Russia,Canada,2.0,0.0,FIFA World Cup,Irapuato,Mexico,True
387,1986-06-10,Argentina,Bulgaria,2.0,0.0,FIFA World Cup,Mexico City,Mexico,True
388,1986-06-10,South Korea,Italy,2.0,3.0,FIFA World Cup,Puebla,Mexico,True
389,1986-06-11,England,Poland,3.0,0.0,FIFA World Cup,Monterrey,Mexico,True
390,1986-06-11,Mexico,Iraq,1.0,0.0,FIFA World Cup,Mexico City,Mexico,False
391,1986-06-11,Paraguay,Belgium,2.0,2.0,FIFA World Cup,Toluca,Mexico,True
392,1986-06-11,Portugal,Morocco,1.0,3.0,FIFA World Cup,Guadalajara,Mexico,True
393,1986-06-12,Algeria,Spain,0.0,3.0,FIFA World Cup,Monterrey,Mexico,True
394,1986-06-12,Northern Ireland,Brazil,0.0,3.0,FIFA World Cup,Guadalajara,Mexico,True
395,1986-06-13,Denmark,Germany,2.0,0.0,FIFA World Cup,Querétaro,Mexico,True
396,1986-06-13,Scotland,Uruguay,0.0,0.0,FIFA World Cup,Nezahualcóyotl,Mexico,True
397,1986-06-15,Mexico,Bulgaria,2.0,0.0,FIFA World Cup,Mexico City,Mexico,False
398,1986-06-15,Russia,Belgium,3.0,4.0,FIFA World Cup,León,Mexico,True
399,1986-06-16,Argentina,Uruguay,1.0,0.0,FIFA World Cup,Puebla,Mexico,True
400,1986-06-16,Brazil,Poland,4.0,0.0,FIFA World Cup,Guadalajara,Mexico,True
401,1986-06-17,Italy,France,0.0,2.0,FIFA World Cup,Mexico City,Mexico,True
402,1986-06-17,Morocco,Germany,0.0,1.0,FIFA World Cup,Monterrey,Mexico,True
403,1986-06-18,Denmark,Spain,1.0,5.0,FIFA World Cup,Querétaro,Mexico,True
404,1986-06-18,England,Paraguay,3.0,0.0,FIFA World Cup,Mexico City,Mexico,True
405,1986-06-21,Brazil,France,1.0,1.0,FIFA World Cup,Guadalajara,Mexico,True
406,1986-06-21,Mexico,Germany,0.0,0.0,FIFA World Cup,Monterrey,Mexico,False
407,1986-06-22,Argentina,England,2.0,1.0,FIFA World Cup,Mexico City,Mexico,True
408,1986-06-22,Spain,Belgium,1.0,1.0,FIFA World Cup,Puebla,Mexico,True
409,1986-06-25,Argentina,Belgium,2.0,0.0,FIFA World Cup,Mexico City,Mexico,True
410,1986-06-25,France,Germany,0.0,2.0,FIFA World Cup,Guadalajara,Mexico,True
411,1986-06-28,France,Belgium,4.0,2.0,FIFA World Cup,Puebla,Mexico,True
412,1986-06-29,Argentina,Germany,3.0,2.0,FIFA World Cup,Mexico City,Mexico,True
413,1990-06-08,Argentina,Cameroon,0.0,1.0,FIFA World Cup,Milan,Italy,True
414,1990-06-09,Italy,Austria,1.0,0.0,FIFA World Cup,Rome,Italy,False
415,1990-06-09,Russia,Romania,0.0,2.0,FIFA World Cup,Bari,Italy,True
416,1990-06-09,United Arab Emirates,Colombia,0.0,2.0,FIFA World Cup,Bologna,Italy,True
417,1990-06-10,Brazil,Sweden,2.0,1.0,FIFA World Cup,Turin,Italy,True
418,1990-06-10,Germany,Yugoslavia,4.0,1.0,FIFA World Cup,Milan,Italy,True
419,1990-06-10,United States,Czechoslovakia,1.0,5.0,FIFA World Cup,Florence,Italy,True
420,1990-06-11,Costa Rica,Scotland,1.0,0.0,FIFA World Cup,Genoa,Italy,True
421,1990-06-11,England,Republic of Ireland,1.0,1.0,FIFA World Cup,Cagliari,Italy,True
422,1990-06-12,Belgium,South Korea,2.0,0.0,FIFA World Cup,Verona,Italy,True
423,1990-06-12,Netherlands,Egypt,1.0,1.0,FIFA World Cup,Palermo,Italy,True
424,1990-06-13,Argentina,Russia,2.0,0.0,FIFA World Cup,Naples,Italy,True
425,1990-06-13,Uruguay,Spain,0.0,0.0,FIFA World Cup,Udine,Italy,True
426,1990-06-14,Cameroon,Romania,2.0,1.0,FIFA World Cup,Bari,Italy,True
427,1990-06-14,Italy,United States,1.0,0.0,FIFA World Cup,Rome,Italy,False
428,1990-06-14,Yugoslavia,Colombia,1.0,0.0,FIFA World Cup,Bologna,Italy,True
429,1990-06-15,Austria,Czechoslovakia,0.0,1.0,FIFA World Cup,Florence,Italy,True
430,1990-06-15,Germany,United Arab Emirates,5.0,1.0,FIFA World Cup,Milan,Italy,True
431,1990-06-16,Brazil,Costa Rica,1.0,0.0,FIFA World Cup,Turin,Italy,True
432,1990-06-16,England,Netherlands,0.0,0.0,FIFA World Cup,Cagliari,Italy,True
433,1990-06-16,Sweden,Scotland,1.0,2.0,FIFA World Cup,Genoa,Italy,True
434,1990-06-17,Belgium,Uruguay,3.0,1.0,FIFA World Cup,Verona,Italy,True
435,1990-06-17,Republic of Ireland,Egypt,0.0,0.0,FIFA World Cup,Palermo,Italy,True
436,1990-06-17,South Korea,Spain,1.0,3.0,FIFA World Cup,Udine,Italy,True
437,1990-06-18,Argentina,Romania,1.0,1.0,FIFA World Cup,Naples,Italy,True
438,1990-06-18,Cameroon,Russia,0.0,4.0,FIFA World Cup,Bari,Italy,True
439,1990-06-19,Austria,United States,2.0,1.0,FIFA World Cup,Florence,Italy,True
440,1990-06-19,Germany,Colombia,1.0,1.0,FIFA World Cup,Milan,Italy,True
441,1990-06-19,Italy,Czechoslovakia,2.0,0.0,FIFA World Cup,Rome,Italy,False
442,1990-06-19,Yugoslavia,United Arab Emirates,4.0,1.0,FIFA World Cup,Bologna,Italy,True
443,1990-06-20,Brazil,Scotland,1.0,0.0,FIFA World Cup,Turin,Italy,True
444,1990-06-20,Sweden,Costa Rica,1.0,2.0,FIFA World Cup,Genoa,Italy,True
445,1990-06-21,Belgium,Spain,1.0,2.0,FIFA World Cup,Verona,Italy,True
446,1990-06-21,England,Egypt,1.0,0.0,FIFA World Cup,Cagliari,Italy,True
447,1990-06-21,Republic of Ireland,Netherlands,1.0,1.0,FIFA World Cup,Palermo,Italy,True
448,1990-06-21,South Korea,Uruguay,0.0,1.0,FIFA World Cup,Udine,Italy,True
449,1990-06-23,Cameroon,Colombia,2.0,1.0,FIFA World Cup,Naples,Italy,True
450,1990-06-23,Czechoslovakia,Costa Rica,4.0,1.0,FIFA World Cup,Bari,Italy,True
451,1990-06-24,Brazil,Argentina,0.0,1.0,FIFA World Cup,Turin,Italy,True
452,1990-06-24,Germany,Netherlands,2.0,1.0,FIFA World Cup,Milan,Italy,True
453,1990-06-25,Republic of Ireland,Romania,0.0,0.0,FIFA World Cup,Genoa,Italy,True
454,1990-06-25,Italy,Uruguay,2.0,0.0,FIFA World Cup,Rome,Italy,False
455,1990-06-26,England,Belgium,1.0,0.0,FIFA World Cup,Bologna,Italy,True
456,1990-06-26,Spain,Yugoslavia,1.0,2.0,FIFA World Cup,Verona,Italy,True
457,1990-06-30,Italy,Republic of Ireland,1.0,0.0,FIFA World Cup,Rome,Italy,False
458,1990-06-30,Yugoslavia,Argentina,0.0,0.0,FIFA World Cup,Florence,Italy,True
459,1990-07-01,Cameroon,England,2.0,3.0,FIFA World Cup,Naples,Italy,True
460,1990-07-01,Germany,Czechoslovakia,1.0,0.0,FIFA World Cup,Milan,Italy,True
461,1990-07-03,Italy,Argentina,1.0,1.0,FIFA World Cup,Naples,Italy,False
462,1990-07-04,Germany,England,1.0,1.0,FIFA World Cup,Turin,Italy,True
463,1990-07-07,Italy,England,2.0,1.0,FIFA World Cup,Bari,Italy,False
464,1990-07-08,Germany,Argentina,1.0,0.0,FIFA World Cup,Rome,Italy,True
465,1994-06-17,Germany,Bolivia,1.0,0.0,FIFA World Cup,Chicago,United States,True
466,1994-06-17,Spain,South Korea,2.0,2.0,FIFA World Cup,Dallas,United States,True
467,1994-06-18,Colombia,Romania,1.0,3.0,FIFA World Cup,Pasadena,United States,True
468,1994-06-18,Italy,Republic of Ireland,0.0,1.0,FIFA World Cup,East Rutherford,United States,True
469,1994-06-18,United States,Switzerland,1.0,1.0,FIFA World Cup,Pontiac,United States,False
470,1994-06-19,Belgium,Morocco,1.0,0.0,FIFA World Cup,Orlando,United States,True
471,1994-06-19,Cameroon,Sweden,2.0,2.0,FIFA World Cup,Pasadena,United States,True
472,1994-06-19,Norway,Mexico,1.0,0.0,FIFA World Cup,"Washington, D.C.",United States,True
473,1994-06-20,Brazil,Russia,2.0,0.0,FIFA World Cup,Palo Alto,United States,True
474,1994-06-20,Netherlands,Saudi Arabia,2.0,1.0,FIFA World Cup,"Washington, D.C.",United States,True
475,1994-06-21,Argentina,Greece,4.0,0.0,FIFA World Cup,Foxborough,United States,True
476,1994-06-21,Germany,Spain,1.0,1.0,FIFA World Cup,Chicago,United States,True
477,1994-06-21,Nigeria,Bulgaria,3.0,0.0,FIFA World Cup,Dallas,United States,True
478,1994-06-22,Romania,Switzerland,1.0,4.0,FIFA World Cup,Pontiac,United States,True
479,1994-06-22,United States,Colombia,2.0,1.0,FIFA World Cup,Pasadena,United States,False
480,1994-06-23,Italy,Norway,1.0,0.0,FIFA World Cup,East Rutherford,United States,True
481,1994-06-23,South Korea,Bolivia,0.0,0.0,FIFA World Cup,Foxborough,United States,True
482,1994-06-24,Brazil,Cameroon,3.0,0.0,FIFA World Cup,Palo Alto,United States,True
483,1994-06-24,Mexico,Republic of Ireland,2.0,1.0,FIFA World Cup,Orlando,United States,True
484,1994-06-24,Sweden,Russia,3.0,1.0,FIFA World Cup,Pontiac,United States,True
485,1994-06-25,Argentina,Nigeria,2.0,1.0,FIFA World Cup,Foxborough,United States,True
486,1994-06-25,Belgium,Netherlands,1.0,0.0,FIFA World Cup,Orlando,United States,True
487,1994-06-25,Saudi Arabia,Morocco,2.0,1.0,FIFA World Cup,East Rutherford,United States,True
488,1994-06-26,Bulgaria,Greece,4.0,0.0,FIFA World Cup,Chicago,United States,True
489,1994-06-26,Switzerland,Colombia,0.0,2.0,FIFA World Cup,Palo Alto,United States,True
490,1994-06-26,United States,Romania,0.0,1.0,FIFA World Cup,Pasadena,United States,False
491,1994-06-27,Bolivia,Spain,1.0,3.0,FIFA World Cup,Chicago,United States,True
492,1994-06-27,Germany,South Korea,3.0,2.0,FIFA World Cup,Dallas,United States,True
493,1994-06-28,Brazil,Sweden,1.0,1.0,FIFA World Cup,Pontiac,United States,True
494,1994-06-28,Republic of Ireland,Norway,0.0,0.0,FIFA World Cup,East Rutherford,United States,True
495,1994-06-28,Italy,Mexico,1.0,1.0,FIFA World Cup,"Washington, D.C.",United States,True
496,1994-06-28,Russia,Cameroon,6.0,1.0,FIFA World Cup,Palo Alto,United States,True
497,1994-06-29,Belgium,Saudi Arabia,0.0,1.0,FIFA World Cup,"Washington, D.C.",United States,True
498,1994-06-29,Morocco,Netherlands,1.0,2.0,FIFA World Cup,Orlando,United States,True
499,1994-06-30,Argentina,Bulgaria,0.0,2.0,FIFA World Cup,Dallas,United States,True
500,1994-06-30,Greece,Nigeria,0.0,2.0,FIFA World Cup,Foxborough,United States,True
501,1994-07-02,Germany,Belgium,3.0,2.0,FIFA World Cup,Chicago,United States,True
502,1994-07-02,Spain,Switzerland,3.0,0.0,FIFA World Cup,"Washington, D.C.",United States,True
503,1994-07-03,Romania,Argentina,3.0,2.0,FIFA World Cup,Pasadena,United States,True
504,1994-07-03,Saudi Arabia,Sweden,1.0,3.0,FIFA World Cup,Dallas,United States,True
505,1994-07-04,Netherlands,Republic of Ireland,2.0,0.0,FIFA World Cup,Orlando,United States,True
506,1994-07-04,United States,Brazil,0.0,1.0,FIFA World Cup,Palo Alto,United States,False
507,1994-07-05,Mexico,Bulgaria,1.0,1.0,FIFA World Cup,East Rutherford,United States,True
508,1994-07-05,Nigeria,Italy,1.0,2.0,FIFA World Cup,Foxborough,United States,True
509,1994-07-09,Italy,Spain,2.0,1.0,FIFA World Cup,Foxborough,United States,True
510,1994-07-09,Netherlands,Brazil,2.0,3.0,FIFA World Cup,Dallas,United States,True
511,1994-07-10,Bulgaria,Germany,2.0,1.0,FIFA World Cup,East Rutherford,United States,True
512,1994-07-10,Romania,Sweden,2.0,2.0,FIFA World Cup,Palo Alto,United States,True
513,1994-07-13,Bulgaria,Italy,1.0,2.0,FIFA World Cup,East Rutherford,United States,True
514,1994-07-13,Sweden,Brazil,0.0,1.0,FIFA World Cup,Pasadena,United States,True
515,1994-07-16,Sweden,Bulgaria,4.0,0.0,FIFA World Cup,Pasadena,United States,True
516,1994-07-17,Brazil,Italy,0.0,0.0,FIFA World Cup,Pasadena,United States,True
517,1998-06-10,Brazil,Scotland,2.0,1.0,FIFA World Cup,Saint-Denis,France,True
518,1998-06-10,Morocco,Norway,2.0,2.0,FIFA World Cup,Montpellier,France,True
519,1998-06-11,Cameroon,Austria,1.0,1.0,FIFA World Cup,Toulouse,France,True
520,1998-06-11,Italy,Chile,2.0,2.0,FIFA World Cup,Bordeaux,France,True
521,1998-06-12,France,South Africa,3.0,0.0,FIFA World Cup,Marseille,France,False
522,1998-06-12,Paraguay,Bulgaria,0.0,0.0,FIFA World Cup,Montpellier,France,True
523,1998-06-12,Saudi Arabia,Denmark,0.0,1.0,FIFA World Cup,Lens,France,True
524,1998-06-13,South Korea,Mexico,1.0,3.0,FIFA World Cup,Lyon,France,True
525,1998-06-13,Netherlands,Belgium,0.0,0.0,FIFA World Cup,Saint-Denis,France,True
526,1998-06-13,Spain,Nigeria,2.0,3.0,FIFA World Cup,Nantes,France,True
527,1998-06-14,Argentina,Japan,1.0,0.0,FIFA World Cup,Toulouse,France,True
528,1998-06-14,Jamaica,Croatia,1.0,3.0,FIFA World Cup,Lens,France,True
529,1998-06-14,Serbia,Iran,1.0,0.0,FIFA World Cup,Saint-Étienne,France,True
530,1998-06-15,England,Tunisia,2.0,0.0,FIFA World Cup,Marseille,France,True
531,1998-06-15,Germany,United States,2.0,0.0,FIFA World Cup,Paris,France,True
532,1998-06-15,Romania,Colombia,1.0,0.0,FIFA World Cup,Lyon,France,True
533,1998-06-16,Brazil,Morocco,3.0,0.0,FIFA World Cup,Nantes,France,True
534,1998-06-16,Scotland,Norway,1.0,1.0,FIFA World Cup,Bordeaux,France,True
535,1998-06-17,Chile,Austria,1.0,1.0,FIFA World Cup,Saint-Étienne,France,True
536,1998-06-17,Italy,Cameroon,3.0,0.0,FIFA World Cup,Montpellier,France,True
537,1998-06-18,France,Saudi Arabia,4.0,0.0,FIFA World Cup,Saint-Denis,France,False
538,1998-06-18,South Africa,Denmark,1.0,1.0,FIFA World Cup,Toulouse,France,True
539,1998-06-19,Nigeria,Bulgaria,1.0,0.0,FIFA World Cup,Paris,France,True
540,1998-06-19,Spain,Paraguay,0.0,0.0,FIFA World Cup,Saint-Étienne,France,True
541,1998-06-20,Belgium,Mexico,2.0,2.0,FIFA World Cup,Bordeaux,France,True
542,1998-06-20,Japan,Croatia,0.0,1.0,FIFA World Cup,Nantes,France,True
543,1998-06-20,Netherlands,South Korea,5.0,0.0,FIFA World Cup,Marseille,France,True
544,1998-06-21,Argentina,Jamaica,5.0,0.0,FIFA World Cup,Paris,France,True
545,1998-06-21,Germany,Serbia,2.0,2.0,FIFA World Cup,Lens,France,True
546,1998-06-21,United States,Iran,1.0,2.0,FIFA World Cup,Lyon,France,True
547,1998-06-22,Colombia,Tunisia,1.0,0.0,FIFA World Cup,Montpellier,France,True
548,1998-06-22,Romania,England,2.0,1.0,FIFA World Cup,Toulouse,France,True
549,1998-06-23,Brazil,Norway,1.0,2.0,FIFA World Cup,Marseille,France,True
550,1998-06-23,Chile,Cameroon,1.0,1.0,FIFA World Cup,Nantes,France,True
551,1998-06-23,Italy,Austria,2.0,1.0,FIFA World Cup,Saint-Denis,France,True
552,1998-06-23,Scotland,Morocco,0.0,3.0,FIFA World Cup,Saint-Étienne,France,True
553,1998-06-24,France,Denmark,2.0,1.0,FIFA World Cup,Lyon,France,False
554,1998-06-24,Nigeria,Paraguay,1.0,3.0,FIFA World Cup,Toulouse,France,True
555,1998-06-24,South Africa,Saudi Arabia,2.0,2.0,FIFA World Cup,Bordeaux,France,True
556,1998-06-24,Spain,Bulgaria,6.0,1.0,FIFA World Cup,Lens,France,True
557,1998-06-25,Belgium,South Korea,1.0,1.0,FIFA World Cup,Paris,France,True
558,1998-06-25,Germany,Iran,2.0,0.0,FIFA World Cup,Montpellier,France,True
559,1998-06-25,Netherlands,Mexico,2.0,2.0,FIFA World Cup,Saint-Étienne,France,True
560,1998-06-25,United States,Serbia,0.0,1.0,FIFA World Cup,Nantes,France,True
561,1998-06-26,Argentina,Croatia,1.0,0.0,FIFA World Cup,Bordeaux,France,True
562,1998-06-26,Colombia,England,0.0,2.0,FIFA World Cup,Lens,France,True
563,1998-06-26,Japan,Jamaica,1.0,2.0,FIFA World Cup,Lyon,France,True
564,1998-06-26,Romania,Tunisia,1.0,1.0,FIFA World Cup,Saint-Denis,France,True
565,1998-06-27,Brazil,Chile,4.0,1.0,FIFA World Cup,Paris,France,True
566,1998-06-27,Italy,Norway,1.0,0.0,FIFA World Cup,Marseille,France,True
567,1998-06-28,France,Paraguay,1.0,0.0,FIFA World Cup,Lens,France,False
568,1998-06-28,Nigeria,Denmark,1.0,4.0,FIFA World Cup,Saint-Denis,France,True
569,1998-06-29,Germany,Mexico,2.0,1.0,FIFA World Cup,Montpellier,France,True
570,1998-06-29,Netherlands,Serbia,2.0,1.0,FIFA World Cup,Toulouse,France,True
571,1998-06-30,Argentina,England,2.0,2.0,FIFA World Cup,Saint-Étienne,France,True
572,1998-06-30,Romania,Croatia,0.0,1.0,FIFA World Cup,Bordeaux,France,True
573,1998-07-03,Brazil,Denmark,3.0,2.0,FIFA World Cup,Nantes,France,True
574,1998-07-03,France,Italy,0.0,0.0,FIFA World Cup,Saint-Denis,France,False
575,1998-07-04,Germany,Croatia,0.0,3.0,FIFA World Cup,Lyon,France,True
576,1998-07-04,Netherlands,Argentina,2.0,1.0,FIFA World Cup,Marseille,France,True
577,1998-07-07,Brazil,Netherlands,1.0,1.0,FIFA World Cup,Marseille,France,True
578,1998-07-08,France,Croatia,2.0,1.0,FIFA World Cup,Saint-Denis,France,False
579,1998-07-11,Netherlands,Croatia,1.0,2.0,FIFA World Cup,Paris,France,True
580,1998-07-12,France,Brazil,3.0,0.0,FIFA World Cup,Saint-Denis,France,False
581,2002-05-31,France,Senegal,0.0,1.0,FIFA World Cup,Seoul,South Korea,True
582,2002-06-01,Germany,Saudi Arabia,8.0,0.0,FIFA World Cup,Sapporo,Japan,True
583,2002-06-01,Republic of Ireland,Cameroon,1.0,1.0,FIFA World Cup,Niigata,Japan,True
584,2002-06-01,Uruguay,Denmark,1.0,2.0,FIFA World Cup,Ulsan,South Korea,True
585,2002-06-02,Argentina,Nigeria,1.0,0.0,FIFA World Cup,Kashima,Japan,True
586,2002-06-02,England,Sweden,1.0,1.0,FIFA World Cup,Saitama,Japan,True
